id,candidato,fecha
9038,11,2019-02-19T19:56:59.988486
9040,20,2019-02-19T19:57:01.077644
9044,17,2019-02-19T19:57:03.351447
9047,2,2019-02-19T19:57:05.407873
9048,4,2019-02-19T19:57:06.049477
9052,3,2019-02-19T19:57:08.713402
9058,19,2019-02-19T19:57:12.449612
9065,16,2019-02-19T19:57:18.559816
9068,19,2019-02-19T19:57:24.605488
9069,17,2019-02-19T19:57:26.236167
9070,17,2019-02-19T19:57:29.100916
9075,3,2019-02-19T19:57:33.275886
9077,3,2019-02-19T19:57:36.516913
9079,4,2019-02-19T19:57:37.262909
9083,1,2019-02-19T19:57:41.966237
9084,17,2019-02-19T19:57:42.085564
9091,3,2019-02-19T19:57:45.974122
9092,9,2019-02-19T19:57:46.715546
9094,9,2019-02-19T19:57:48.631553
9098,9,2019-02-19T19:57:51.252030
9100,3,2019-02-19T19:57:51.984760
9106,11,2019-02-19T19:57:58.218016
9111,4,2019-02-19T19:58:00.655906
9122,4,2019-02-19T19:58:06.937107
9135,3,2019-02-19T19:58:15.694735
9137,3,2019-02-19T19:58:18.341061
9180,9,2019-02-19T19:58:50.712603
9185,10,2019-02-19T19:58:55.732857
9189,9,2019-02-19T19:58:57.541449
9190,11,2019-02-19T19:58:58.073980
9191,4,2019-02-19T19:58:59.097107
9196,20,2019-02-19T19:59:04.814664
9198,3,2019-02-19T19:59:05.806157
9199,3,2019-02-19T19:59:06.239060
9204,4,2019-02-19T19:59:13.208699
9224,16,2019-02-19T19:59:32.462857
9227,10,2019-02-19T19:59:34.039654
9229,17,2019-02-19T19:59:35.034592
9232,1,2019-02-19T19:59:36.913326
9236,9,2019-02-19T19:59:40.640474
9243,11,2019-02-19T19:59:48.241608
9245,3,2019-02-19T19:59:50.892014
9248,17,2019-02-19T19:59:55.674394
9254,17,2019-02-19T20:00:01.447624
9259,9,2019-02-19T20:00:07.123153
9266,17,2019-02-19T20:00:15.273024
9267,3,2019-02-19T20:00:15.826418
9269,9,2019-02-19T20:00:17.066016
9271,2,2019-02-19T20:00:19.054235
9276,3,2019-02-19T20:00:22.242773
9278,4,2019-02-19T20:00:24.560216
9287,9,2019-02-19T20:00:33.359702
9305,9,2019-02-19T20:00:44.033352
9316,3,2019-02-19T20:00:49.569111
9322,18,2019-02-19T20:00:55.894368
9323,17,2019-02-19T20:00:57.098345
9334,20,2019-02-19T20:01:04.539884
9336,3,2019-02-19T20:01:07.575339
9358,9,2019-02-19T20:01:21.513026
